vpdmfId	viewType	locked	vpdmfLabel	vpdmfUri	namespace	thumbnail	indexTuple
275	.Journal.%	\N	Aktuelle Traumatol.	\N	\N	\N	Aktuelle Traumatol.
276	.Journal.%	\N	Adv Food Res.	\N	\N	\N	Adv Food Res.
277	.Journal.%	\N	Adv Immun Cancer Ther.	\N	\N	\N	Adv Immun Cancer Ther.
278	.Journal.%	\N	Adv. Genet..	\N	\N	\N	Adv. Genet..
279	.Journal.%	\N	Adv Gerontol Res.	\N	\N	\N	Adv Gerontol Res.
280	.Journal.%	\N	Adv Nutr Res.	\N	\N	\N	Adv Nutr Res.
281	.Journal.%	\N	Adv Heterocycl Chem.	\N	\N	\N	Adv Heterocycl Chem.
282	.Journal.%	\N	Adv. Hum. Genet..	\N	\N	\N	Adv. Hum. Genet..
283	.Journal.%	\N	Adv. Immunol..	\N	\N	\N	Adv. Immunol..
284	.Journal.%	\N	Adv. Inorg. Biochem..	\N	\N	\N	Adv. Inorg. Biochem..
285	.Journal.%	\N	Adv Intern Med.	\N	\N	\N	Adv Intern Med.
286	.Journal.%	\N	Adv. Lipid Res..	\N	\N	\N	Adv. Lipid Res..
287	.Journal.%	\N	Adv Metab Disord.	\N	\N	\N	Adv Metab Disord.
288	.Journal.%	\N	Adv. Microb. Physiol..	\N	\N	\N	Adv. Microb. Physiol..
289	.Journal.%	\N	Adv. Nephrol. Necker Hosp..	\N	\N	\N	Adv. Nephrol. Necker Hosp..
290	.Journal.%	\N	Adv Morphog.	\N	\N	\N	Adv Morphog.
291	.Journal.%	\N	Adv Neurol.	\N	\N	\N	Adv Neurol.
292	.Journal.%	\N	Shinkei Kenkyu No Shimpo.	\N	\N	\N	Shinkei Kenkyu No Shimpo.
293	.Journal.%	\N	Adv Alcohol Subst Abuse.	\N	\N	\N	Adv Alcohol Subst Abuse.
294	.Journal.%	\N	Adv Ophthalmol.	\N	\N	\N	Adv Ophthalmol.
295	.Journal.%	\N	Adv Oral Biol.	\N	\N	\N	Adv Oral Biol.
296	.Journal.%	\N	Adv. Otorhinolaryngol..	\N	\N	\N	Adv. Otorhinolaryngol..
297	.Journal.%	\N	Adv Prostaglandin Thromboxane Res.	\N	\N	\N	Adv Prostaglandin Thromboxane Res.
298	.Journal.%	\N	Adv. Parasitol..	\N	\N	\N	Adv. Parasitol..
299	.Journal.%	\N	Adv Pathobiol.	\N	\N	\N	Adv Pathobiol.
300	.Journal.%	\N	Adv Pediatr.	\N	\N	\N	Adv Pediatr.
301	.Journal.%	\N	Adv Pest Control Res.	\N	\N	\N	Adv Pest Control Res.
302	.Journal.%	\N	Adv Pharm Sci.	\N	\N	\N	Adv Pharm Sci.
303	.Journal.%	\N	Adv Pharmacol Chemother.	\N	\N	\N	Adv Pharmacol Chemother.
304	.Journal.%	\N	Adverse Drug React Acute Poisoning Rev.	\N	\N	\N	Adverse Drug React Acute Poisoning Rev.
305	.Journal.%	\N	Adv. Protein Chem..	\N	\N	\N	Adv. Protein Chem..
306	.Journal.%	\N	Adv. Prostaglandin Thromboxane Leukot. Res..	\N	\N	\N	Adv. Prostaglandin Thromboxane Leukot. Res..
307	.Journal.%	\N	Adv Psychobiol.	\N	\N	\N	Adv Psychobiol.
308	.Journal.%	\N	Adv Psychosom Med.	\N	\N	\N	Adv Psychosom Med.
309	.Journal.%	\N	Adv Sci.	\N	\N	\N	Adv Sci.
310	.Journal.%	\N	Adv Steroid Biochem Pharmacol.	\N	\N	\N	Adv Steroid Biochem Pharmacol.
311	.Journal.%	\N	Adv Surg.	\N	\N	\N	Adv Surg.
312	.Journal.%	\N	Adv Reprod Physiol.	\N	\N	\N	Adv Reprod Physiol.
313	.Journal.%	\N	Adv Tracer Methodol.	\N	\N	\N	Adv Tracer Methodol.
314	.Journal.%	\N	Adv Sex Horm Res.	\N	\N	\N	Adv Sex Horm Res.
315	.Journal.%	\N	Adv Sociodent Res.	\N	\N	\N	Adv Sociodent Res.
316	.Journal.%	\N	Adv Tuberc Res.	\N	\N	\N	Adv Tuberc Res.
317	.Journal.%	\N	Adv Vet Sci Comp Med.	\N	\N	\N	Adv Vet Sci Comp Med.
318	.Journal.%	\N	Adv Shock Res.	\N	\N	\N	Adv Shock Res.
319	.Journal.%	\N	Adv. Virus Res..	\N	\N	\N	Adv. Virus Res..
320	.Journal.%	\N	Aeromed Rev.	\N	\N	\N	Aeromed Rev.
321	.Journal.%	\N	Aerosp Med.	\N	\N	\N	Aerosp Med.
322	.Journal.%	\N	Arztl Forsch.	\N	\N	\N	Arztl Forsch.
323	.Journal.%	\N	Arztl Jugendkd.	\N	\N	\N	Arztl Jugendkd.
324	.Journal.%	\N	Asthet Med (Berl).	\N	\N	\N	Asthet Med (Berl).
325	.Journal.%	\N	Aesthetic Plast Surg.	\N	\N	\N	Aesthetic Plast Surg.
326	.Journal.%	\N	AFL CIO Am Fed.	\N	\N	\N	AFL CIO Am Fed.
327	.Journal.%	\N	Afr J Med Sci.	\N	\N	\N	Afr J Med Sci.
328	.Journal.%	\N	Aging Leis Living.	\N	\N	\N	Aging Leis Living.
329	.Journal.%	\N	Age Ageing.	\N	\N	\N	Age Ageing.
330	.Journal.%	\N	Aging.	\N	\N	\N	Aging.
331	.Journal.%	\N	Agents Actions.	\N	\N	\N	Agents Actions.
332	.Journal.%	\N	Aggiorn Clinico Ter.	\N	\N	\N	Aggiorn Clinico Ter.
333	.Journal.%	\N	Agents Actions Suppl..	\N	\N	\N	Agents Actions Suppl..
334	.Journal.%	\N	Agnes Karll Schwest Krankenpfleger.	\N	\N	\N	Agnes Karll Schwest Krankenpfleger.
335	.Journal.%	\N	Agressologie.	\N	\N	\N	Agressologie.
336	.Journal.%	\N	Aichi Gakuin Daigaku Shigakkai Shi.	\N	\N	\N	Aichi Gakuin Daigaku Shigakkai Shi.
337	.Journal.%	\N	Arch Interam Rheumatol.	\N	\N	\N	Arch Interam Rheumatol.
338	.Journal.%	\N	Air Water Pollut.	\N	\N	\N	Air Water Pollut.
339	.Journal.%	\N	Aktuelle Gerontol.	\N	\N	\N	Aktuelle Gerontol.
340	.Journal.%	\N	Aktuelle Otorhinolaryngol.	\N	\N	\N	Aktuelle Otorhinolaryngol.
341	.Journal.%	\N	Am J Otolaryngol.	\N	\N	\N	Am J Otolaryngol.
342	.Journal.%	\N	Aktuelle Probl Chir.	\N	\N	\N	Aktuelle Probl Chir.
343	.Journal.%	\N	Aktuelle Probl Chir Orthop.	\N	\N	\N	Aktuelle Probl Chir Orthop.
344	.Journal.%	\N	Adolesc Psychiatry.	\N	\N	\N	Adolesc Psychiatry.
345	.Journal.%	\N	Akush Ginekol (Mosk).	\N	\N	\N	Akush Ginekol (Mosk).
346	.Journal.%	\N	Akush Ginekol (Sofiia).	\N	\N	\N	Akush Ginekol (Sofiia).
347	.Journal.%	\N	Ala J Med Sci.	\N	\N	\N	Ala J Med Sci.
348	.Journal.%	\N	Brain Dev..	\N	\N	\N	Brain Dev..
349	.Journal.%	\N	Ala Nurse.	\N	\N	\N	Ala Nurse.
350	.Journal.%	\N	Am Coll Physicians Obs.	\N	\N	\N	Am Coll Physicians Obs.
351	.Journal.%	\N	Bull Alameda Cty Dent Soc.	\N	\N	\N	Bull Alameda Cty Dent Soc.
352	.Journal.%	\N	Am J Pediatr Hematol Oncol.	\N	\N	\N	Am J Pediatr Hematol Oncol.
353	.Journal.%	\N	Alaska Med.	\N	\N	\N	Alaska Med.
354	.Journal.%	\N	Am J Dermatopathol.	\N	\N	\N	Am J Dermatopathol.
355	.Journal.%	\N	Alaska Nurse.	\N	\N	\N	Alaska Nurse.
356	.Journal.%	\N	Alcohol. Clin. Exp. Res..	\N	\N	\N	Alcohol. Clin. Exp. Res..
357	.Journal.%	\N	Albrecht Von Graefes Arch Klin Exp Ophthalmol.	\N	\N	\N	Albrecht Von Graefes Arch Klin Exp Ophthalmol.
358	.Journal.%	\N	Alergia.	\N	\N	\N	Alergia.
359	.Journal.%	\N	Alex Dent J.	\N	\N	\N	Alex Dent J.
360	.Journal.%	\N	Aliment Vie.	\N	\N	\N	Aliment Vie.
361	.Journal.%	\N	Appl Radiol.	\N	\N	\N	Appl Radiol.
362	.Journal.%	\N	Allerg Asthma (Leipz).	\N	\N	\N	Allerg Asthma (Leipz).
363	.Journal.%	\N	Allergy.	\N	\N	\N	Allergy.
364	.Journal.%	\N	Allerg Asthmaforsch.	\N	\N	\N	Allerg Asthmaforsch.
365	.Journal.%	\N	Allerg Immunol (Leipz).	\N	\N	\N	Allerg Immunol (Leipz).
366	.Journal.%	\N	Allied Health Behav Sci.	\N	\N	\N	Allied Health Behav Sci.
367	.Journal.%	\N	AHME J.	\N	\N	\N	AHME J.
368	.Journal.%	\N	AJR Am J Roentgenol.	\N	\N	\N	AJR Am J Roentgenol.
369	.Journal.%	\N	AIA J.	\N	\N	\N	AIA J.
370	.Journal.%	\N	AJNR Am J Neuroradiol.	\N	\N	\N	AJNR Am J Neuroradiol.
371	.Journal.%	\N	Allergol Immunopathol (Madr).	\N	\N	\N	Allergol Immunopathol (Madr).
372	.Journal.%	\N	Alcohol Health Res World.	\N	\N	\N	Alcohol Health Res World.
373	.Journal.%	\N	Ala Med.	\N	\N	\N	Ala Med.
374	.Journal.%	\N	Alma Mater (Baltimore).	\N	\N	\N	Alma Mater (Baltimore).
375	.Journal.%	\N	Alpha Omegan.	\N	\N	\N	Alpha Omegan.
376	.Journal.%	\N	Altern Entwickl Aging Dev.	\N	\N	\N	Altern Entwickl Aging Dev.
377	.Journal.%	\N	Alumnae Mag.	\N	\N	\N	Alumnae Mag.
378	.Journal.%	\N	Alumnae Mag Columbia Univ Presbyt Hosp Sch Nurs Alumnae Assoc.	\N	\N	\N	Alumnae Mag Columbia Univ Presbyt Hosp Sch Nurs Alumnae Assoc.
379	.Journal.%	\N	Alumni Bull Sch Dent Indiana Univ.	\N	\N	\N	Alumni Bull Sch Dent Indiana Univ.
380	.Journal.%	\N	Alumni Bull Univ Mich Sch Dent.	\N	\N	\N	Alumni Bull Univ Mich Sch Dent.
381	.Journal.%	\N	Alumni Mag Columbia Univ Presbyt Hosp Sch Nurs Alumni Assoc.	\N	\N	\N	Alumni Mag Columbia Univ Presbyt Hosp Sch Nurs Alumni Assoc.
382	.Journal.%	\N	Am Behav Sci.	\N	\N	\N	Am Behav Sci.
383	.Journal.%	\N	Am Ann Deaf.	\N	\N	\N	Am Ann Deaf.
384	.Journal.%	\N	Am Arch Rehabil Ther.	\N	\N	\N	Am Arch Rehabil Ther.
385	.Journal.%	\N	Am Assoc Ind Nurses J.	\N	\N	\N	Am Assoc Ind Nurses J.
386	.Journal.%	\N	Am Correct Ther J.	\N	\N	\N	Am Correct Ther J.
387	.Journal.%	\N	Am Fam Physician.	\N	\N	\N	Am Fam Physician.
388	.Journal.%	\N	Am. Heart J..	\N	\N	\N	Am. Heart J..
389	.Journal.%	\N	Am Pharm.	\N	\N	\N	Am Pharm.
390	.Journal.%	\N	Am Rehabil.	\N	\N	\N	Am Rehabil.
391	.Journal.%	\N	Am Imago.	\N	\N	\N	Am Imago.
392	.Journal.%	\N	Am J Art Ther.	\N	\N	\N	Am J Art Ther.
393	.Journal.%	\N	Am Ind Hyg Assoc J.	\N	\N	\N	Am Ind Hyg Assoc J.
394	.Journal.%	\N	Am Educ.	\N	\N	\N	Am Educ.
395	.Journal.%	\N	Annu Meet Am Inst Oral Biol.	\N	\N	\N	Annu Meet Am Inst Oral Biol.
396	.Journal.%	\N	Am. J. Anat..	\N	\N	\N	Am. J. Anat..
397	.Journal.%	\N	Am. J. Bot..	\N	\N	\N	Am. J. Bot..
398	.Journal.%	\N	Am. J. Cardiol..	\N	\N	\N	Am. J. Cardiol..
399	.Journal.%	\N	Am J Chin Med (Gard City N Y).	\N	\N	\N	Am J Chin Med (Gard City N Y).
400	.Journal.%	\N	Am. J. Chin. Med..	\N	\N	\N	Am. J. Chin. Med..
401	.Journal.%	\N	Am J Clin Hypn.	\N	\N	\N	Am J Clin Hypn.
402	.Journal.%	\N	Am. J. Clin. Nutr..	\N	\N	\N	Am. J. Clin. Nutr..
403	.Journal.%	\N	Am. J. Clin. Oncol..	\N	\N	\N	Am. J. Clin. Oncol..
404	.Journal.%	\N	Am. J. Clin. Pathol..	\N	\N	\N	Am. J. Clin. Pathol..
405	.Journal.%	\N	Am J Community Psychol.	\N	\N	\N	Am J Community Psychol.
406	.Journal.%	\N	Am J Orthod Dentofacial Orthop.	\N	\N	\N	Am J Orthod Dentofacial Orthop.
407	.Journal.%	\N	Am J Dig Dis.	\N	\N	\N	Am J Dig Dis.
408	.Journal.%	\N	Am J Econ Sociol.	\N	\N	\N	Am J Econ Sociol.
409	.Journal.%	\N	Am. J. Dis. Child..	\N	\N	\N	Am. J. Dis. Child..
410	.Journal.%	\N	Am J Drug Alcohol Abuse.	\N	\N	\N	Am J Drug Alcohol Abuse.
411	.Journal.%	\N	Am. J. Epidemiol..	\N	\N	\N	Am. J. Epidemiol..
412	.Journal.%	\N	Am. J. Hematol..	\N	\N	\N	Am. J. Hematol..
413	.Journal.%	\N	Am. J. Kidney Dis..	\N	\N	\N	Am. J. Kidney Dis..
414	.Journal.%	\N	Am J Health Plann.	\N	\N	\N	Am J Health Plann.
415	.Journal.%	\N	Am J Forensic Med Pathol.	\N	\N	\N	Am J Forensic Med Pathol.
416	.Journal.%	\N	Am. J. Gastroenterol..	\N	\N	\N	Am. J. Gastroenterol..
417	.Journal.%	\N	Am J Hosp Pharm.	\N	\N	\N	Am J Hosp Pharm.
418	.Journal.%	\N	Am. J. Hum. Genet..	\N	\N	\N	Am. J. Hum. Genet..
419	.Journal.%	\N	Am. J. Ind. Med..	\N	\N	\N	Am. J. Ind. Med..
420	.Journal.%	\N	Am J Law Med.	\N	\N	\N	Am J Law Med.
421	.Journal.%	\N	Am. J. Med..	\N	\N	\N	Am. J. Med..
422	.Journal.%	\N	Am J Med Electron.	\N	\N	\N	Am J Med Electron.
423	.Journal.%	\N	Am. J. Med. Sci..	\N	\N	\N	Am. J. Med. Sci..
424	.Journal.%	\N	Am. J. Med. Genet..	\N	\N	\N	Am. J. Med. Genet..
425	.Journal.%	\N	Am J Med Technol.	\N	\N	\N	Am J Med Technol.
426	.Journal.%	\N	Am J Ment Defic.	\N	\N	\N	Am J Ment Defic.
427	.Journal.%	\N	Am. J. Nephrol..	\N	\N	\N	Am. J. Nephrol..
428	.Journal.%	\N	Am J Nurs.	\N	\N	\N	Am J Nurs.
429	.Journal.%	\N	Am. J. Obstet. Gynecol..	\N	\N	\N	Am. J. Obstet. Gynecol..
430	.Journal.%	\N	Am J Occup Ther.	\N	\N	\N	Am J Occup Ther.
431	.Journal.%	\N	Am. J. Ophthalmol..	\N	\N	\N	Am. J. Ophthalmol..
432	.Journal.%	\N	Am J Optom Arch Am Acad Optom.	\N	\N	\N	Am J Optom Arch Am Acad Optom.
433	.Journal.%	\N	Am J Optom Physiol Opt.	\N	\N	\N	Am J Optom Physiol Opt.
434	.Journal.%	\N	Am J Orthod.	\N	\N	\N	Am J Orthod.
435	.Journal.%	\N	Am J Orthop Surg.	\N	\N	\N	Am J Orthop Surg.
436	.Journal.%	\N	Am J Orthopsychiatry.	\N	\N	\N	Am J Orthopsychiatry.
437	.Journal.%	\N	Am J Otol.	\N	\N	\N	Am J Otol.
438	.Journal.%	\N	Am J Pharm Educ.	\N	\N	\N	Am J Pharm Educ.
439	.Journal.%	\N	Am. J. Pathol..	\N	\N	\N	Am. J. Pathol..
440	.Journal.%	\N	Am J Pharm Sci Support Public Health.	\N	\N	\N	Am J Pharm Sci Support Public Health.
441	.Journal.%	\N	Am. J. Phys. Anthropol..	\N	\N	\N	Am. J. Phys. Anthropol..
442	.Journal.%	\N	Am J Phys Med.	\N	\N	\N	Am J Phys Med.
443	.Journal.%	\N	Am. J. Physiol..	\N	\N	\N	Am. J. Physiol..
444	.Journal.%	\N	Am J Pract Nurs.	\N	\N	\N	Am J Pract Nurs.
445	.Journal.%	\N	Am J Proctol.	\N	\N	\N	Am J Proctol.
446	.Journal.%	\N	Am J Proctol Gastroenterol Colon Rectal Surg.	\N	\N	\N	Am J Proctol Gastroenterol Colon Rectal Surg.
447	.Journal.%	\N	Am J Psychiatry.	\N	\N	\N	Am J Psychiatry.
448	.Journal.%	\N	Am J Psychoanal.	\N	\N	\N	Am J Psychoanal.
449	.Journal.%	\N	Am J Psychol.	\N	\N	\N	Am J Psychol.
450	.Journal.%	\N	Am J Psychother.	\N	\N	\N	Am J Psychother.
451	.Journal.%	\N	Am J Public Health.	\N	\N	\N	Am J Public Health.
452	.Journal.%	\N	Am J Reprod Immunol Microbiol.	\N	\N	\N	Am J Reprod Immunol Microbiol.
453	.Journal.%	\N	Am J Roentgenol Radium Ther Nucl Med.	\N	\N	\N	Am J Roentgenol Radium Ther Nucl Med.
454	.Journal.%	\N	Am J EEG Technol.	\N	\N	\N	Am J EEG Technol.
455	.Journal.%	\N	Am J Sports Med.	\N	\N	\N	Am J Sports Med.
456	.Journal.%	\N	Am Med News.	\N	\N	\N	Am Med News.
457	.Journal.%	\N	Am. J. Sociol..	\N	\N	\N	Am. J. Sociol..
458	.Journal.%	\N	Am. J. Surg. Pathol..	\N	\N	\N	Am. J. Surg. Pathol..
459	.Journal.%	\N	Am. J. Surg..	\N	\N	\N	Am. J. Surg..
460	.Journal.%	\N	Am Laund Dig.	\N	\N	\N	Am Laund Dig.
461	.Journal.%	\N	Am. J. Trop. Med. Hyg..	\N	\N	\N	Am. J. Trop. Med. Hyg..
462	.Journal.%	\N	Am. J. Vet. Res..	\N	\N	\N	Am. J. Vet. Res..
463	.Journal.%	\N	Am Nurse.	\N	\N	\N	Am Nurse.
464	.Journal.%	\N	Am Lung Assoc Bull.	\N	\N	\N	Am Lung Assoc Bull.
465	.Journal.%	\N	Am Orthopt J.	\N	\N	\N	Am Orthopt J.
466	.Journal.%	\N	Am Psychol.	\N	\N	\N	Am Psychol.
467	.Journal.%	\N	Am. Rev. Respir. Dis..	\N	\N	\N	Am. Rev. Respir. Dis..
468	.Journal.%	\N	Am. Sci..	\N	\N	\N	Am. Sci..
469	.Journal.%	\N	Am Sociol Rev.	\N	\N	\N	Am Sociol Rev.
470	.Journal.%	\N	Am Surg.	\N	\N	\N	Am Surg.
471	.Journal.%	\N	Am. Zool..	\N	\N	\N	Am. Zool..
472	.Journal.%	\N	An. Acad. Bras. Cienc..	\N	\N	\N	An. Acad. Bras. Cienc..
473	.Journal.%	\N	An Bras Dermatol.	\N	\N	\N	An Bras Dermatol.
474	.Journal.%	\N	An Bras Ginecol.	\N	\N	\N	An Bras Ginecol.
475	.Journal.%	\N	An Cir (Rosario).	\N	\N	\N	An Cir (Rosario).
476	.Journal.%	\N	An Esc Nacl Saude Publica Med Trop (Lisb).	\N	\N	\N	An Esc Nacl Saude Publica Med Trop (Lisb).
477	.Journal.%	\N	Anal Quant Cytol.	\N	\N	\N	Anal Quant Cytol.
478	.Journal.%	\N	An Esp Odontoestomatol.	\N	\N	\N	An Esp Odontoestomatol.
479	.Journal.%	\N	An. Esp. Pediatr..	\N	\N	\N	An. Esp. Pediatr..
480	.Journal.%	\N	An Fac Med Lima.	\N	\N	\N	An Fac Med Lima.
481	.Journal.%	\N	An Fac Med Univ Repub Montev Urug.	\N	\N	\N	An Fac Med Univ Repub Montev Urug.
482	.Journal.%	\N	An Fac Odontol.	\N	\N	\N	An Fac Odontol.
483	.Journal.%	\N	An Fac Odontol Univ Fed Pernambuco.	\N	\N	\N	An Fac Odontol Univ Fed Pernambuco.
484	.Journal.%	\N	Anasth Intensivther Notfallmed.	\N	\N	\N	Anasth Intensivther Notfallmed.
485	.Journal.%	\N	An Inst Hig Med Trop (Lisb).	\N	\N	\N	An Inst Hig Med Trop (Lisb).
486	.Journal.%	\N	An Inst Invest Odontol (Maracaibo).	\N	\N	\N	An Inst Invest Odontol (Maracaibo).
487	.Journal.%	\N	An Inst Med Trop (Lisb).	\N	\N	\N	An Inst Med Trop (Lisb).
488	.Journal.%	\N	An Med Cir.	\N	\N	\N	An Med Cir.
489	.Journal.%	\N	An Med Espec.	\N	\N	\N	An Med Espec.
490	.Journal.%	\N	An Med Med.	\N	\N	\N	An Med Med.
491	.Journal.%	\N	An Microbiol (Rio J).	\N	\N	\N	An Microbiol (Rio J).
492	.Journal.%	\N	An Otorrinolaringol Ibero Am.	\N	\N	\N	An Otorrinolaringol Ibero Am.
493	.Journal.%	\N	An Paul Med Cir.	\N	\N	\N	An Paul Med Cir.
494	.Journal.%	\N	An Programa Acad Med (Lima).	\N	\N	\N	An Programa Acad Med (Lima).
495	.Journal.%	\N	An Real Acad Farm.	\N	\N	\N	An Real Acad Farm.
496	.Journal.%	\N	An R Acad Nac Med (Madr).	\N	\N	\N	An R Acad Nac Med (Madr).
497	.Journal.%	\N	ANA Clin Sess.	\N	\N	\N	ANA Clin Sess.
498	.Journal.%	\N	ANA Publ.	\N	\N	\N	ANA Publ.
499	.Journal.%	\N	ANA Clin Conf.	\N	\N	\N	ANA Clin Conf.
500	.Journal.%	\N	Anaesth Intensive Care.	\N	\N	\N	Anaesth Intensive Care.
501	.Journal.%	\N	Anaesth Resusc Intensive Ther.	\N	\N	\N	Anaesth Resusc Intensive Ther.
502	.Journal.%	\N	Anaesthesia.	\N	\N	\N	Anaesthesia.
503	.Journal.%	\N	Anasthesiol Intensivmed Prax.	\N	\N	\N	Anasthesiol Intensivmed Prax.
504	.Journal.%	\N	Anaesthesist.	\N	\N	\N	Anaesthesist.
505	.Journal.%	\N	Anal. Biochem..	\N	\N	\N	Anal. Biochem..
506	.Journal.%	\N	Anal. Chem..	\N	\N	\N	Anal. Chem..
507	.Journal.%	\N	Anal. Chim. Acta.	\N	\N	\N	Anal. Chim. Acta.
508	.Journal.%	\N	Analyst.	\N	\N	\N	Analyst.
509	.Journal.%	\N	Anat Anz.	\N	\N	\N	Anat Anz.
510	.Journal.%	\N	Anat Histol Embryol.	\N	\N	\N	Anat Histol Embryol.
511	.Journal.%	\N	Anat. Embryol..	\N	\N	\N	Anat. Embryol..
512	.Journal.%	\N	Anat. Rec..	\N	\N	\N	Anat. Rec..
513	.Journal.%	\N	Anat Rec Suppl.	\N	\N	\N	Anat Rec Suppl.
514	.Journal.%	\N	Andrologia.	\N	\N	\N	Andrologia.
515	.Journal.%	\N	Andrologie.	\N	\N	\N	Andrologie.
516	.Journal.%	\N	ANEC.	\N	\N	\N	ANEC.
517	.Journal.%	\N	Anesth. Analg..	\N	\N	\N	Anesth. Analg..
518	.Journal.%	\N	Anesth Analg (Paris).	\N	\N	\N	Anesth Analg (Paris).
519	.Journal.%	\N	Anesth Prog.	\N	\N	\N	Anesth Prog.
520	.Journal.%	\N	Anesthesiology.	\N	\N	\N	Anesthesiology.
521	.Journal.%	\N	Anesteziol Reanimatol.	\N	\N	\N	Anesteziol Reanimatol.
522	.Journal.%	\N	Angeiologie.	\N	\N	\N	Angeiologie.
523	.Journal.%	\N	Am J Infect Control.	\N	\N	\N	Am J Infect Control.
524	.Journal.%	\N	Angew. Chem. Int. Ed. Engl..	\N	\N	\N	Angew. Chem. Int. Ed. Engl..
525	.Journal.%	\N	Angew Parasitol.	\N	\N	\N	Angew Parasitol.
526	.Journal.%	\N	Angiologia.	\N	\N	\N	Angiologia.
527	.Journal.%	\N	Angiologica.	\N	\N	\N	Angiologica.
528	.Journal.%	\N	Angiology.	\N	\N	\N	Angiology.
529	.Journal.%	\N	Angle Orthod.	\N	\N	\N	Angle Orthod.
530	.Journal.%	\N	Anglo Ger Med Rev.	\N	\N	\N	Anglo Ger Med Rev.
531	.Journal.%	\N	Anim Behav.	\N	\N	\N	Anim Behav.
532	.Journal.%	\N	Anim Blood Groups Biochem Genet.	\N	\N	\N	Anim Blood Groups Biochem Genet.
533	.Journal.%	\N	Anim Blood Groups Biochem Genet Suppl.	\N	\N	\N	Anim Blood Groups Biochem Genet Suppl.
534	.Journal.%	\N	Anim. Genet..	\N	\N	\N	Anim. Genet..
535	.Journal.%	\N	Ann Acad Med Stetin.	\N	\N	\N	Ann Acad Med Stetin.
536	.Journal.%	\N	Ann Acad Sci Fenn Biol.	\N	\N	\N	Ann Acad Sci Fenn Biol.
537	.Journal.%	\N	Ann Acad Med Stetin Supl.	\N	\N	\N	Ann Acad Med Stetin Supl.
538	.Journal.%	\N	Ann Acad Sci Fenn A.	\N	\N	\N	Ann Acad Sci Fenn A.
539	.Journal.%	\N	Ann Allergy.	\N	\N	\N	Ann Allergy.
540	.Journal.%	\N	Ann Anat Pathol (Paris).	\N	\N	\N	Ann Anat Pathol (Paris).
541	.Journal.%	\N	Ann Anesthesiol Fr.	\N	\N	\N	Ann Anesthesiol Fr.
542	.Journal.%	\N	Ann. Appl. Biol..	\N	\N	\N	Ann. Appl. Biol..
543	.Journal.%	\N	Ann Aust Coll Dent Surg.	\N	\N	\N	Ann Aust Coll Dent Surg.
544	.Journal.%	\N	Ann Emerg Med.	\N	\N	\N	Ann Emerg Med.
545	.Journal.%	\N	Ann Biol Anim Biochim Biophys.	\N	\N	\N	Ann Biol Anim Biochim Biophys.
546	.Journal.%	\N	Ann. Biol. Clin. (Paris).	\N	\N	\N	Ann. Biol. Clin. (Paris).
547	.Journal.%	\N	Ann Fr Anesth Reanim.	\N	\N	\N	Ann Fr Anesth Reanim.
548	.Journal.%	\N	Ann Biomed Eng.	\N	\N	\N	Ann Biomed Eng.
549	.Journal.%	\N	Ann Cardiol Angeiol (Paris).	\N	\N	\N	Ann Cardiol Angeiol (Paris).
550	.Journal.%	\N	Ann Chir.	\N	\N	\N	Ann Chir.
551	.Journal.%	\N	Ann Chir Gynaecol Fenn.	\N	\N	\N	Ann Chir Gynaecol Fenn.
552	.Journal.%	\N	Ann Chir Infant.	\N	\N	\N	Ann Chir Infant.
553	.Journal.%	\N	Ann Chir Gynaecol.	\N	\N	\N	Ann Chir Gynaecol.
554	.Journal.%	\N	Ann Chir Gynaecol Suppl.	\N	\N	\N	Ann Chir Gynaecol Suppl.
555	.Journal.%	\N	Ann Chir Gynaecol Fenn Suppl.	\N	\N	\N	Ann Chir Gynaecol Fenn Suppl.
556	.Journal.%	\N	Ann Chir Plast.	\N	\N	\N	Ann Chir Plast.
557	.Journal.%	\N	Ann Chir Plast Esthet.	\N	\N	\N	Ann Chir Plast Esthet.
558	.Journal.%	\N	Ann Chir Thorac Cardiovasc.	\N	\N	\N	Ann Chir Thorac Cardiovasc.
559	.Journal.%	\N	Ann Am Acad Pol Soc Sci.	\N	\N	\N	Ann Am Acad Pol Soc Sci.
560	.Journal.%	\N	Ann. Clin. Biochem..	\N	\N	\N	Ann. Clin. Biochem..
561	.Journal.%	\N	Ann. Clin. Lab. Sci..	\N	\N	\N	Ann. Clin. Lab. Sci..
562	.Journal.%	\N	Ann. Clin. Res..	\N	\N	\N	Ann. Clin. Res..
563	.Journal.%	\N	Ann. Acad. Med. Singap..	\N	\N	\N	Ann. Acad. Med. Singap..
564	.Journal.%	\N	Ann Dent.	\N	\N	\N	Ann Dent.
565	.Journal.%	\N	Ann Dermatol Syphiligr (Paris).	\N	\N	\N	Ann Dermatol Syphiligr (Paris).
566	.Journal.%	\N	Ann. Endocrinol. (Paris).	\N	\N	\N	Ann. Endocrinol. (Paris).
567	.Journal.%	\N	Ann. Entomol. Soc. Am..	\N	\N	\N	Ann. Entomol. Soc. Am..
568	.Journal.%	\N	Ann Gastroenterol Hepatol (Paris).	\N	\N	\N	Ann Gastroenterol Hepatol (Paris).
569	.Journal.%	\N	Ann. Genet..	\N	\N	\N	Ann. Genet..
570	.Journal.%	\N	Ann Histochim.	\N	\N	\N	Ann Histochim.
