bmkegId	value
5048	Elapid Venoms
5049	Olivar
5050	y Nucleus
5051	Blastula
5052	"Receptor, Platelet-Derived Growth Factor alpha"
5053	Astr
5054	ocytes
5055	Characteristics
5056	Genetic Markers
5057	Mus
5058	"cle, Skeletal"
5059	"GTP-Binding Protein alpha Subunits, G12-G13"
5060	"GTP-Binding Protein alpha Subunits, Gi-Go"
5061	Protein Subunits
5062	Area Postrema
5063	Neuropilin-2
5064	gotomy
5065	De
5066	xtrans
5067	Reticula
5068	r Formation
5069	Parahippocampal
5070	Gyrus
5071	Principal Component Analysis
5072	um
5073	Macrophage Inflammatory Protein-1
5074	"Receptors, Chemokine"
5075	"Mice, Tran"
5076	sgenic
5077	Prenatal Nutrition
5078	Isoptera
5079	"Receptor, EphA3"
5080	"Receptor, EphA5"
5081	"Receptor, EphA7"
5082	Ac
5083	etylcholine
5084	"Receptor, Parathyroid Hormone, Type 2"
5085	"Receptors, Parathyroid Hormone"
5086	Proprotein Convertase 5
5087	"Muscular Dystrophy, Duchenne"
5088	Vesicul
5089	ar Transport Proteins
5090	Presyn
5091	aptic Terminals
5092	Kindling (N
5093	eurology)
5094	"Albinism, Ocular"
5095	Ferric Compounds
5096	Magnetics
5097	Oxides
5098	Prussian Blue Reaction
5099	Cryoultramicrotomy
5100	"Potassium Channels, Inwardly Rectifying"
5101	Penile Erection
5102	Autophagocytosis
5103	"Receptor, Melanocortin, Type 4"
5104	"Receptors, Corticotropin"
5105	Basal Gan
5106	glia
5107	Encephalomyelitis
5108	Trigemin
5109	"al Nucleus, Spinal"
5110	Metaplasia
5111	Nerve Ti
5112	ssue Proteins
5113	"Mammary Glands, Animal"
5114	Milk Ejection
5115	Biphenyl Compounds
5116	Pain Threshold
5117	Evoked Poten
5118	"tials, Auditory"
5119	Ciona intestinalis
5120	cis-trans-Isomerases
5121	Sex Characteristic
5122	Triatoma
5123	Mediodorsal Thalamic Nucleus
5124	Calmodulin-Binding Pr
5125	oteins
5126	Vasodilation
5127	Cholesterol 7-alpha-Hydroxylase
5128	Growth Disorders
5129	Malabsorption Syndromes
5130	Zellweger Syndrome
5131	Diagnostic Imaging
5132	"Polymorphism, Genetic"
5133	Quantitative Trait Loci
5134	"Recombination, Genetic"
5135	Interneur
5136	"Nerve Fibers, Unmyelinated"
5137	Organogenesis
5138	Transcr
5139	iption Factors
5140	Oxygen
5141	"ts, Sprague-Dawley"
5142	Pyrazoles
5143	Sulfonamides
5144	CD4-CD8 Ratio
5145	Fibrosis
5146	T-Lymphocyte Subsets
5147	Chloride Channels
5148	Benzalkonium Compounds
5149	Autoreceptors
5150	Trichlorfon
5151	Action Potentia
5152	Cathepsin D
5153	Naphazoline
5154	Presynap
5155	tic Terminals
5156	Tolazoline
5157	Endothelial Growth Factors
5158	Retinal Artery
5159	Vascular Endothelial Growth Factor A
5160	Vascular Endothelial Growth Factors
5161	"Rats, Spra"
5162	gue-Dawley
5163	Autoantibodies
5164	Encephalitis
5165	Immunohisto
5166	Cartilage
5167	Contractile Proteins
5168	"Receptor, Bradykinin B1"
5169	Neuroaxonal Dystrophies
5170	"Receptor, Cannabinoid, CB1"
5171	Excit
5172	atory Amino Acid Agonists
5173	Subdural Space
5174	Ast
5175	acoidea
5176	Ankyrins
5177	Blotti
5178	"ng, Western"
5179	Anoikis
5180	Gout Suppressants
5181	Glutathione
5182	DNA Mutational Analysis
5183	"Gait Disorders, Neurologic"
5184	Amblyopia
5185	Appetite Regulation
5186	"Mechanotransduction, Cellular"
5187	Myocardial Contraction
5188	Estrogen Replacement Therap
5189	rrier Protein
5190	Monocarboxylic Acid Transporters
5191	" Regulation, Developmental"
5192	"Receptors, Tumor Necrosis Factor, Type I"
5193	"Receptors, Tumor Necrosis Factor, Type II"
5194	Axon
5195	"Muscle Relaxants, Central"
5196	Cycloheximide
5197	Freeze Substitution
5198	Electron Transport
5199	"Heredodegenerative Disorders, Nervous System"
5200	Hypoxanthine Phosphoribosyltransferase
5201	Trinucleotide Repeat Expansion
5202	Membrane Microdomains
5203	Mole Rats
5204	Speech
5205	Verbal Behavior
5206	Helix-Loop-Helix Motifs
5207	Betaxolol
5208	"Lameness, Animal"
5209	Trinucleotide Repeats
5210	Isopoda
5211	Alcohols
5212	"Electrophoresis,"
5213	Polyacrylamide Gel
5214	Organ
5215	Anisotropy
5216	Carbenoxolone
5217	Photic Stimu
5218	"Ganglia,"
5219	 Autonomic
5220	"Aged,"
5221	 80 and over
5222	Choline O-Acetyltransfe
5223	rase
5224	Sea Urchins
5225	"Mesenteric Artery, Superior"
5226	"Rats, Inbred SHR"
5227	Vasoconstriction
5228	"h Support, Non-U.S. Gov'"
5229	Chor
5230	"data, Nonvertebrate"
5231	"Amino Acid Transport Systems, Acidic"
5232	"Genes, myc"
5233	"Sequence Analysis, Protein"
5234	Steroid 17-alpha-Hydroxylase
5235	Magnetoencephalography
5236	Polyradiculopathy
5237	Proprotein Convertase 1
5238	Smegmamorpha
5239	"Optic Atrophy, Hereditary, Leber"
5240	Flow Cytometry
5241	Green Fluorescen
5242	t Proteins
5243	Diterpenes
5244	Basal Ganglia Diseases
5245	Methamphetamine
5246	Predictive Value of Tests
5247	Stereotypic Movement Disorder
5248	"Gene Rearrangement, beta-Chain T-Cell Antigen Receptor"
5249	Neuroimmunomodulation
5250	"Receptors, Antigen, T-Cell, alpha-beta"
5251	Transcription Initiation Site
5252	Histamine H2 Antagonists
5253	Peristalsis
5254	Vestibular Diseases
5255	"Receptors, Oxytocin"
5256	Pedunculopontine Tegmental Nucleus
5257	"Receptor, Serotonin, 5-HT2C"
5258	"Mice, Knock"
5259	out
5260	Comparat
5261	ive Study
5262	Purine Nucleotides
5263	Amino Acid S
5264	equence
5265	Palinuridae
5266	Hom
5267	eodomain Proteins
5268	Hydrozoa
5269	"Mice, SCID"
5270	Rectum
5271	Estrogen Antagonists
5272	Fadrozole
5273	Chromosome Pairing
5274	Pyrans
5275	"Animals, Ne"
5276	wborn
5277	Chondroitinases and Chondroitin Lyases
5278	Glioma
5279	Zinc Sulfate
5280	Thigh
5281	Adenomatous Polyposis Coli Protein
5282	", Thin Layer"
5283	Tranexamic Acid
5284	Duane Retraction Syndrome
5285	Homeodom
5286	ain Proteins
5287	"Animals, Newbor"
5288	Glycosphingolipids
5289	"Receptors, Pheromone"
5290	Membrane Glycoprotei
5291	Anthozoa
5292	"Sodium Chloride, Dietary"
5293	NAD(P)H Dehydrogenase (Quinone)
5294	"Cell Line, Tumor"
5295	NIH 3T3 Cells
5296	"Blotting, We"
5297	stern
5298	Membrane Prote
5299	"Signal Processing, Computer-Assisted"
5300	Stil
5301	bamidines
5302	Flavin-Adenine Dinucleotide
5303	Palaemonidae
5304	Hela Cells
5305	Follistatin-Related Proteins
5306	Zebrafish P
5307	roteins
5308	or Neurons
5309	Seminal Vesicles
5310	PrPC Proteins
5311	"Genes, p16"
5312	Schwann Cell
5313	"Neurons, Affe"
5314	rent
5315	Laboratories
5316	Polypyrimidine Tract-Binding Protein
5317	1-Methyl-3-isobutylxanthine
5318	Baclofen
5319	Inhibitory Concentration 50
5320	Comorbidity
5321	Mood Disorders
5322	Neural Inhibit
5323	Neuropsychological Tes
5324	 Stem
5325	"Ganglia, Invertebra"
5326	te
5327	riaqueductal Gray
5328	Indicators and Reagent
5329	Transcriptio
5330	"n, Genetic"
5331	Up-Regu
5332	Genic
5333	ulate Bodies
5334	Embryonic and Fetal Devel
5335	opment
5336	Crush
5337	Hippocam
5338	pus
5339	Malpighian Tubules
5340	Aldehyd
5341	e Oxidoreductases
5342	Age F
5343	actors
5344	Retinal Ganglion Cel
5345	Peptide Hydrolases
5346	rho GTP-Bi
5347	nding Proteins
5348	Hair Cel
5349	Immunohistoch
5350	Fl
5351	uorescent Antibody Technique
5352	Cell Differe
5353	ntiation
5354	Glycoprot
5355	eins
5356	Evol
5357	ution
5358	Sti
5359	lbamidines
5360	"Rats,"
5361	Sprague-Dawley
5362	"Embryo, Nonmamm"
5363	alian
5364	Effe
5365	Evoked Potenti
5366	"Receptors, Neurotr"
5367	ansmitter
5368	"Muscle,"
5369	 Skeletal
5370	Subt
5371	halamic Nucleus
5372	Histology
5373	ripheral Nerves
5374	Leuc
5375	ine
5376	Glutamate Decarb
5377	oxylase
5378	Estrogen R
5379	eplacement Therapy
5380	Gr
5381	owth Cones
5382	Photic Stimul
5383	Substrate Specifici
5384	ty
5385	Chromat
5386	"ography, High Pressure Liquid"
5387	Fluorescent Antibody T
5388	echnique
5389	Corpus Striat
5390	Calcium-Binding Prote
5391	Central Ne
5392	rvous System
5393	Calcium-
5394	"Binding Protein, Vitamin D-Dependent"
5395	Olivary
5396	 Nucleus
5397	Retinal
5398	 Ganglion Cells
5399	Ubiquitin Thioleste
5400	Parie
5401	tal Lobe
5402	"al Nucleus, Spin"
5403	al
5404	Visual Cort
5405	 Long-Evans
5406	Genit
5407	"alia, Female"
5408	Clonin
5409	"g, Molecular"
5410	Excitat
5411	ory Amino Acid Agonists
5412	Astacoide
5413	Vesicular Transport
5414	Agin
5415	g
5416	Carrier Protein
5417	muscular Junction
5418	"Research Support, U.S. Gov't, Non-P.H."
5419	"Electrophoresis, Pol"
5420	yacrylamide Gel
5421	Organ Culture Techniq
5422	ues
5423	"Gene Expression Regulation, E"
5424	nzymologic
5425	Green Flu
5426	orescent Proteins
5427	Synaptic Tran
5428	smission
5429	Biologi
5430	cal Markers
5431	Synapt
5432	ic Membranes
5433	"Gene Expression Regulation, Develop"
5434	mental
5435	Urod
5436	ela
5437	Immunochemistr
5438	"ors, Interleukin-1"
5439	Vasoactive Intestina
5440	l Peptide
5441	Gene Exp
5442	ression Regulation
5443	Mu
5444	"scle, Skeletal"
5445	Cercopi
5446	thecus aethiops
5447	Recognition (Psychology)
5448	Laryngeal Mucosa
5449	"DNA, Single-Stranded"
5450	Phenylthiourea
5451	Wistar
5452	Gen
5453	"e Expression Regulation, Developmental"
5454	"Structural Homology, Protein"
5455	Proteomics
5456	"Spectrometry, Mass, Electrospray Ionization"
5457	"Receptor, Serotonin, 5-HT1A"
5458	shroom Bodies
5459	Endothelial Cells
5460	T-Box Domain Proteins
5461	"DNA, Mitochondrial"
5462	Electron Transport Complex I
5463	Lipid Peroxidation
5464	Reactive Oxygen Species
5465	Nerve Reg
5466	eneration
5467	Head Movements
5468	Murine hepatitis virus
5469	Untranslated Regions
5470	"Mice, Inbred Strai"
5471	Biolistics
5472	Ey
5473	e Proteins
5474	Ataxia
5475	Spinocerebellar Degenerations
5476	Glycosylation
5477	"Genes, Helminth"
5478	"Tomography, X-Ray Computed"
5479	Suramin
5480	Triazines
5481	Uridine Diphosphate
5482	Uridine Triphosphate
5483	Biochemistry
5484	citatory Amino Acid Antago
5485	nists
5486	"Antigens, CD3"
5487	"Receptors, Antigen, T-Cell, gamma-delta"
5488	Streptomycin
5489	Anopheles
5490	Malaria
5491	Galectins
5492	", Male"
5493	"Wounds, Penetrating"
5494	Proto-Oncogene Protein c-kit
5495	Stem Cell Factor
5496	"Image Processing,"
5497	Computer-Assisted
5498	Night Blindness
5499	Sinoatrial Node
5500	Myosin-Light-Chain Phosphatase
5501	igeminal Nuclei
5502	"Amino Acids, Branched-Chain"
5503	Cell C
5504	ount
5505	Chordata
5506	CDC2 Protein Kinase
5507	Histamine Agonists
5508	Genetic Predisposition to Disease
5509	Ephrins
5510	Protein Array Analysis
5511	Cell Shape
5512	Dendritic Spines
5513	"Microscopy, Electron, Transmission"
5514	Lysophosphatidylcholines
5515	Opioid-Related Disorders
5516	"Receptor, Galanin, Type 1"
5517	"Receptor, Galanin, Type 2"
5518	"Receptor, Galanin, Type 3"
5519	Reward
5520	Anxiety Disorders
5521	Petromyzon
5522	Extracellular Signal-Regulated MAP Kinases
5523	Ep
5524	endyma
5525	Animal Feed
5526	"Antigens, Differentiation, Myelomonocytic"
5527	Chorda Tym
5528	pani Nerve
5529	Practice (Psychology)
5530	Ribosomal Protein S6 Kinases
5531	Calcium Signalin
5532	Germ Layers
5533	Rotenone
5534	Radioisotopes
5535	In Situ Hybrid
5536	ization
5537	"Behavior,"
5538	Gastrointestinal Tract
5539	Pyrimidines
5540	Cell Proliferation
5541	Sparrows
5542	RGS Proteins
5543	Gelatinase A
5544	Gelatinase B
5545	Reverse Tra
5546	nscriptase Polymerase Chain Reaction
5547	"Animals, N"
5548	ewborn
5549	Bombyx
5550	Histones
5551	"Environment, Controlled"
5552	"Genes, Immediate-E"
5553	arly
5554	Mucopolysaccharidoses
5555	Finches
5556	Chic
5557	k Embryo
5558	Clathrin-Coated Vesicles
5559	"Gene Expression Regulation,"
5560	Developmental
5561	Neural Pathway
5562	Phosphopyruvate Hydrata
5563	Angiopoietin-1
5564	Choroidal Neovascularization
5565	Spectrum Analysis
5566	Electroporation
5567	DEET
5568	Molsidomine
5569	Thiourea
5570	Vigabatrin
5571	Esters
5572	Ketones
5573	Molecular Conformation
5574	Benzene Derivatives
5575	"Receptor, EphB5"
5576	Ves
5577	tibular Nerve
5578	"Retroviridae Proteins, Oncogenic"
5579	Sarcoglycans
5580	"Receptors, Somatomedin"
5581	"Chromosomes, Artificial, Bacterial"
5582	Luminescent Agents
5583	"Dominance, Ocular"
5584	GTP-Binding Protein alpha Subunits
5585	"Genes, Insect"
5586	"Research Support, N.I.H., Extramural"
5587	Superio
5588	r Colliculus
5589	Drinking
5590	Mannosidases
5591	Morpholines
5592	Egtazic Acid
5593	Subtilisin
5594	Tooth Extraction
5595	 Newborn
5596	Cytochromes
5597	Dominance-Subordination
5598	Inhibition
5599	Sodium Channel Blockers
5600	cdc42 GTP-Binding Protein
5601	rac1 GTP-Binding Protein
5602	rhoA GTP-Binding Protein
5603	rhoB GTP-Binding Protein
5604	Reverse Transcriptase Polymerase
5605	 Chain Reaction
5606	"s, GABA-A"
5607	Melopsittacus
5608	Aphidicolin
5609	Cytoskeletal Pr
5610	Protein Interaction Mapping
5611	Bicyclo Compounds
5612	Radioactive Tracers
5613	"Receptors, LHRH"
5614	"Research Support, N.I.H., Ext"
5615	ramural
5616	DNA Fingerprinting
5617	Oligonucleotide Array Sequence An
5618	alysis
5619	Immunosuppressive Agents
5620	Rotarod Performance Test
5621	Cell Growth Processes
5622	".I.H., Extramural"
5623	Polylysine
5624	"History, 20th Cen"
5625	tury
5626	Hematopoietic Stem Cells
5627	Cent
5628	ral Nervous System
5629	Oxytoc
5630	Mitosi
5631	Wheat Germ Agglut
5632	inins
5633	DNA Repair
5634	"Trigeminal Nucleus, Spi"
5635	Neurope
5636	ptides
5637	Trigeminal Ne
5638	"Research Support, No"
5639	n-U.S. Gov't
5640	 laevis
5641	", Inbred Strains"
5642	"Microscopy, Elect"
5643	ron
5644	"Aged, 80 an"
5645	d over
5646	Metamo
5647	"rphosis, Biological"
5648	"RNA, Messe"
5649	nger
5650	Periaque
5651	ductal Gray
5652	Thiorphan
5653	Dyn
5654	orphins
5655	inding Proteins
5656	Electric
5657	 Stimulation
5658	"pport, U.S. Gov't, Non-P.H"
5659	1-Sarcosine-8-Isoleucine Angiotensin II
5660	Hip
5661	Glyburide
5662	Gene Expression Regulati
5663	Argininosuccinate Synthase
5664	Myocardial Ischemia
5665	"Pharmacology, Clinical"
5666	Physiology
5667	Dynein ATPase
5668	Presynaptic T
5669	erminals
5670	Geniculat
5671	e Bodies
5672	body Specificity
5673	Bicucu
5674	lline
5675	Monosaccharide Tr
5676	ansport Proteins
5677	Neuropeptid
5678	Mutagenesis
5679	gamma-Aminobut
5680	yric Acid
5681	"Microscopy, Atomic Force"
5682	Olfactory Pathw
5683	ays
5684	"Otoacoustic Emissions, Spontaneous"
5685	Cochlear Implantation
5686	Furosemide
5687	Dioxanes
5688	"Receptors, Serotonin, 5-HT4"
5689	Epithelial
5690	 Cells
5691	Karyometry
5692	Peroxidas
5693	Diphtheria Toxin
5694	Hemagglutination Tests
5695	Ovalbumin
5696	Tannins
5697	stocytochemistry
5698	Aminohippuric Acids
5699	English Abstract
5700	Glomerular Filtration Rate
5701	Inulin
5702	Inferior C
5703	olliculus
5704	Ribosomal Proteins
5705	 Nuclei
5706	Heterocyclic Compounds
5707	Imines
5708	Theophylline
5709	Cere
5710	bellar Nuclei
5711	Acetaminophen
5712	Glucuronates
5713	"Microsomes, Liver"
5714	Nitrophenols
5715	#NAME?
5716	Lamp
5717	reys
5718	"Potassium Channels, Inwardly Rectif"
5719	ying
5720	Bio
5721	tin
5722	Somatosensor
5723	y Cortex
5724	gamma-
5725	Aminobutyric Acid
5726	Monosacc
5727	haride Transport Proteins
5728	Nitric Oxid
5729	"Arthritis, Rheumatoid"
5730	Corneal Diseases
5731	Eye Manifestations
5732	Keratitis
5733	Keratoconjunctivitis
5734	Sjogren's Syndrome
5735	Tears
5736	"Anesthesia, Intravenous"
5737	Erabutoxins
5738	Hydrophid Venoms
5739	Ophthalmoscopy
5740	Chlorobutanol
5741	Procaine
5742	Immunologic Tec
5743	hniques
5744	Wind
5745	 Inbred Strains
5746	Rana
5747	 pipiens
5748	Peripheral Nervous System Neoplasms
5749	rve Degeneration
5750	El
5751	ectrophysiology
5752	"Metamorphosis, Biologic"
5753	Lypressin
5754	Tuftsin
5755	Oxid
5756	opamine
5757	Pregnancy Complications
5758	rve Crush
5759	Suture Techniques
5760	"Receptors, Biogenic Amine"
5761	Molecular Sequenc
5762	e Data
5763	Radio Waves
5764	Amino Acid Isomerases
5765	Peptidylprolyl Isomerase
5766	Chloramphenicol
5767	a fascicularis
5768	Whales
5769	Inositol Phosphates
5770	Insulin Antagonists
5771	Oncogene Protein p65(gag-jun)
5772	Calreticulin
5773	in Stem
5774	Liz
5775	ards
5776	Sodium Oxybate
5777	Immunohistochem
5778	istry
5779	MPTP Poisoning
5780	"Cells, Culture"
5781	Islands of Calleja
5782	Amides
5783	Coch
5784	lea
5785	Receptors
5786	", Glycine"
5787	Dipeptidyl Peptidases
5788	1-Phosphatidylinositol 3-Kinase
5789	Sclerosis
5790	Cercopithecus
5791	Cyclin B
5792	Cell Compartm
5793	Sea Bream
5794	"Reflex, Vesti"
5795	bulo-Ocular
5796	Gymnotiformes
5797	Fluorobenzenes
5798	Fem
5799	ale
5800	Proto-Oncogene Protein p21(ras)
5801	Galanin-Like Peptide
5802	"Chromatography, Liquid"
5803	Hematoxylin
5804	Hypopigmentation
5805	Protein Engineering
5806	Prote
5807	in Transport
5808	Wheat Germ Agglutinin-Horseradish Pero
5809	xidase Conjugate
5810	Ocular Motility Disorders
5811	Viral Proteins
5812	Cytomegalovirus Infections
5813	Cytomegalovirus
